noise,timestamp
146.00388,1471048430220
32.571053,1471048430220
17.000002,1471048430220
15.262063,1471048430220
15.455301,1471048430220
14.552722,1471048430220
15.455301,1471048430220
18.171207,1471048430220
15.643824,1471048430220
13.518495,1471048430220
14.368208,1471048430220
366.4941,1471048430220
179.56213,1471048430220
14.898952,1471048430220
15.913269,1471048430220
15.455301,1471048430220
18.859304,1471048430220
777.501,1471048430220
352.78833,1471048430220
352.7874,1471048430220
180.20541,1471048430220
180.20055,1471048430220
77.5841,1471048430220
14.334221,1471048430220
14.552722,1471048430220
46.889214,1471048430220
13.264315,1471048430220
14.658197,1471048430220
13.518495,1471048430220
14.0356245,1471048430220
14.0356245,1471048430220
13.763459,1471048430220
13.518495,1471048430220
30.16566,1471048430220
22.175934,1471048430220
13.000001,1471048430220
13.518495,1471048430220
65.65419,1471048430220
65.664764,1471048430220
13.763459,1471048430220
54.47032,1471048430220
54.454952,1471048430220
13.763459,1471048430220
60.63842,1471048430220
52.51994,1471048430220
74.44284,1471048430220
392.47156,1471048430220
392.47156,1471048430220
13.518495,1471048430220
16.180891,1471048430220
14.4429,1471048430220
14.220984,1471048430220
55.61468,1471048430220
55.6464,1471048430220
14.000001,1471048430220
14.000001,1471048430220
13.518495,1471048430220
55.078598,1471048430220
54.98882,1471048430220
45.95862,1471048430220
33.913204,1471048430220
40.11799,1471048430220
751.2568,1471048430220
640.04193,1471048430220
15.950368,1471048430220
14.585701,1471048430220
13.876033,1471048430220
13.518495,1471048430220
13.264315,1471048430220
13.518495,1471048430220
62.765575,1471048430220
62.765575,1471048430220
42.567696,1471048430220
22.005167,1471048430220
21.52746,1471048430220
30.500048,1471048430220
30.394154,1471048430220
27.073874,1471048430220
68.20785,1471048430220
68.17382,1471048430220
38.240685,1471048430220
38.394836,1471048430220
14.334221,1471048430220
38.36389,1471048430220
14.658197,1471048430220
13.518495,1471048430220
13.763459,1471048430220
14552.093,1471048430220
14552.093,1471048430220
55.61468,1471048430220
437.20282,1471048430220
437.2026,1471048430220
159.40166,1471048430220
159.40346,1471048430220
112.72664,1470951259736
29.975632,1470951259736
38.258286,1470951259736
16.761076,1470951259736
27.465965,1470951259736
28.886599,1470951259736
27.295118,1470951259736
34.666912,1470951259736
54.276367,1470951259736
53.904186,1470951259736
56.64762,1470951259736
56.727676,1470951259736
24.432274,1470951259736
25.826136,1470951259736
25.826136,1470951259736
14.86735,1470951259736
35.13641,1470951259736
35.13641,1470951259736
24.34021,1470951259736
39.025627,1470951259736
24.731394,1470951259736
15.455301,1470951259736
21.737234,1470951259736
27.352158,1470951259736
416.4232,1470951259736
416.40872,1470951259736
22.005167,1470951259736
13.518495,1470951259736
24.508398,1470951259736
14.963989,1470951259736
38.86895,1470951259736
165.29974,1470951259736
166.18947,1470951259736
74.62639,1470951259736
69.14449,1470951259736
205.55048,1470951259736
204.90839,1470951259736
18.399998,1470951259736
149.42351,1470951259736
149.40388,1470951259736
37.465633,1470951259736
36.022625,1470951259736
28.288267,1470951259736
31.37517,1470951259736
29.177374,1470951259736
22.817236,1470951259736
92.74201,1470951259736
18.089575,1470951259736
58.824608,1470951259736
68.794624,1470951259736
14.658197,1470951259736
13.763459,1470951259736
14.000001,1470951259736
22.462986,1470951259736
48.66357,1470951259736
51.622395,1470951259736
15.583663,1470951259736
13.763459,1470951259736
19.90097,1470951259736
20.12855,1470951259736
14.263301,1470951259736
41.94461,1470951259736
42.149086,1470951259736
19.49507,1470951259736
19.632456,1470951259736
19.129086,1470951259736
41.270966,1470951259736
64.14802,1470951259736
24.262598,1470951259736
13.800313,1470951259736
442.29907,1470951259736
101.52538,1470951259736
101.503426,1470951259736
181.45154,1470951259736
181.4536,1470951259736
14.4429,1470951259736
14.000001,1470951259736
13.763459,1470951259736
133.17952,1470951259736
133.23413,1470951259736
26.803097,1470951259736
424.01706,1470951259736
542.6633,1470951259736
437.2483,1470951259736
19.653189,1470951259736
53.22443,1470951259736
260.19534,1470951259736
263.48822,1470951259736
85.33216,1470951259736
78.87728,1470951259736
78.884605,1470951259736
27.45204,1470951259736
112.11167,1470951259736
112.13083,1470951259736
639.8442,1470951259736
639.69855,1470951259736
203.72127,1470951259736
172.99113,1470866737679
147.62119,1470866737679
16.547462,1470866737679
13.518495,1470866737679
35.741203,1470866737679
28.804775,1470866737679
23.902967,1470866737679
63.200844,1470866737679
42.0544,1470866737679
160.64388,1470866737679
137.75458,1470866737679
14.334221,1470866737679
3368.4,1470866737679
3368.3997,1470866737679
98.69406,1470866737679
22.684088,1470866737679
15.262063,1470866737679
15.101535,1470866737679
14.552722,1470866737679
53.184277,1470866737679
53.63987,1470866737679
15.03326,1470866737679
16.291845,1470866737679
15.580231,1470866737679
44.99922,1470866737679
44.53854,1470866737679
18.171207,1470866737679
16.350035,1470866737679
14.862824,1470866737679
47.532207,1470866737679
47.532207,1470866737679
36.511166,1470866737679
36.511166,1470866737679
16.004883,1470866737679
16.180891,1470866737679
38.317577,1470866737679
38.240685,1470866737679
14.796893,1470866737679
14.334221,1470866737679
14.86735,1470866737679
14.4429,1470866737679
14.263301,1470866737679
13.800313,1470866737679
14.0356245,1470866737679
14.000001,1470866737679
26.235535,1470866737679
14.000001,1470866737679
14.334221,1470866737679
15.164849,1470866737679
14.108847,1470866737679
13.763459,1470866737679
43.70298,1470866737679
43.67543,1470866737679
246.95691,1470866737679
246.95506,1470866737679
31.48013,1470866737679
120.40139,1470866737679
119.74981,1470866737679
15.164849,1470866737679
50.135338,1470866737679
50.135338,1470866737679
28.527933,1470866737679
14.0356245,1470866737679
16.019184,1470866737679
17.97476,1470866737679
85.9154,1470866737679
18.034657,1470866737679
127.96537,1470866737679
127.957115,1470866737679
14.658197,1470866737679
16.019184,1470866737679
31.025217,1470866737679
42.05808,1470866737679
23.622719,1470866737679
23.622719,1470866737679
14.263301,1470866737679
71.98554,1470866737679
554.99884,1470866737679
556.62445,1470866737679
57.17366,1470866737679
106.13279,1470866737679
253.52078,1470866737679
272.2256,1470866737679
91.29237,1470866737679
87.82676,1470866737679
55.633266,1470866737679
93.17424,1470866737679
93.13249,1470866737679
120.31035,1470866737679
232.30179,1470866737679
232.09206,1470866737679
98.5616,1470866737679
3152.3242,1470866737679
3152.3328,1470866737679
176.76537,1470866737679
155.97514,1470866737679
104.41511,1470866737679
585.9856,1470780574003
50.76216,1470780574003
44.18876,1470780574003
93.24745,1470780574003
93.35782,1470780574003
21.625374,1470780574003
35.968597,1470780574003
37.181183,1470780574003
32.772232,1470780574003
32.04624,1470780574003
54.015404,1470780574003
3093.1094,1470780574003
3093.1072,1470780574003
86.12691,1470780574003
33.209568,1470780574003
29.043339,1470780574003
21.896555,1470780574003
19.174072,1470780574003
19.516533,1470780574003
17.802366,1470780574003
20.038677,1470780574003
46.334484,1470780574003
45.52348,1470780574003
14.690704,1470780574003
19.048815,1470780574003
157.71078,1470780574003
41.122482,1470780574003
17.705605,1470780574003
48.820816,1470780574003
32.694225,1470780574003
30.89699,1470780574003
23.7807,1470780574003
15.360526,1470780574003
26.711727,1470780574003
26.647688,1470780574003
26.793697,1470780574003
23.967405,1470780574003
24.35511,1470780574003
22.982346,1470780574003
25.24885,1470780574003
13.763459,1470780574003
14.658197,1470780574003
17.086927,1470780574003
56.25509,1470780574003
14.658197,1470780574003
15.164849,1470780574003
18.986603,1470780574003
80.10493,1470780574003
14.334221,1470780574003
14.0356245,1470780574003
14.0356245,1470780574003
65.0377,1470780574003
65.06432,1470780574003
15.390137,1470780574003
172.77193,1470780574003
172.77193,1470780574003
14.334221,1470780574003
28.784674,1470780574003
28.74832,1470780574003
15.855802,1470780574003
15.455301,1470780574003
23.676506,1470780574003
60.424496,1470780574003
14.108847,1470780574003
261.44534,1470780574003
19.785204,1470780574003
19.90097,1470780574003
17.853493,1470780574003
17.709324,1470780574003
89.21106,1470780574003
92.803635,1470780574003
92.803635,1470780574003
18.399998,1470780574003
16.46488,1470780574003
14.658197,1470780574003
20.456781,1470780574003
23.472431,1470780574003
16.091276,1470780574003
38.209488,1470780574003
38.332893,1470780574003
39.04034,1470780574003
39.124252,1470780574003
153.26984,1470780574003
153.27855,1470780574003
66.173546,1470780574003
178.92342,1470780574003
880.0574,1470780574003
589.6471,1470692294488
81.45048,1470692294488
87.00157,1470692294488
20.51219,1470692294488
974.3363,1470692294488
977.2606,1470692294488
139.87422,1470692294488
102.37771,1470692294488
20.349081,1470692294488
15.262063,1470692294488
14.263301,1470692294488
14.108847,1470692294488
13.763459,1470692294488
18.668776,1470692294488
16.177708,1470692294488
23.730051,1470692294488
54.522205,1470692294488
129.81793,1470692294488
129.81793,1470692294488
41.391747,1470692294488
41.299175,1470692294488
24.35567,1470692294488
14.658197,1470692294488
13.763459,1470692294488
14.4429,1470692294488
16.656607,1470692294488
17.208506,1470692294488
27.220196,1470692294488
26.754755,1470692294488
89.54661,1470692294488
89.548416,1470692294488
45.688194,1470692294488
47.992264,1470692294488
31.32005,1470692294488
382.15814,1470692294488
382.1566,1470692294488
15.655733,1470692294488
14.0356245,1470692294488
76.02098,1470692294488
40.41914,1470692294488
40.23873,1470692294488
15.03326,1470692294488
18.293543,1470692294488
45.77462,1470692294488
45.688194,1470692294488
50.390415,1470692294488
32.478886,1470692294488
43.751617,1470692294488
43.751617,1470692294488
14.220984,1470692294488
14.658197,1470692294488
24.59563,1470692294488
24.59563,1470692294488
194.07062,1470692294488
194.0784,1470692294488
17.198088,1470692294488
53.90952,1470692294488
110.92514,1470692294488
284.79318,1470692294488
32.841606,1470692294488
325.71884,1470692294488
325.71884,1470692294488
31.526058,1470692294488
16.106388,1470692294488
17.509928,1470692294488
27.21007,1470692294488
27.382088,1470692294488
18.986603,1470692294488
16.353151,1470692294488
43.3283,1470692294488
67.01962,1470692294488
50.115074,1470692294488
45.13397,1470692294488
19.785204,1470692294488
33.30315,1470692294488
33.344196,1470692294488
255.21559,1470692294488
255.21559,1470692294488
181.81001,1470692294488
2239.5103,1470692294488
668.6181,1470431322015
14.517222,1470431322015
31.684484,1470431322015
32.088707,1470431322015
5005.671,1470431322015
5005.671,1470431322015
60.13731,1470431322015
2404.574,1470431322015
83.504005,1470431322015
487.52966,1470431322015
486.97375,1470431322015
104.04322,1470431322015
14.86735,1470431322015
88.299934,1470431322015
98.96924,1470431322015
98.96924,1470431322015
18.135046,1470431322015
26.178995,1470431322015
207.65134,1470431322015
207.45702,1470431322015
85.208,1470431322015
141.80002,1470431322015
11868.849,1470431322015
11868.849,1470431322015
338.32867,1470431322015
338.30582,1470431322015
38.13411,1470431322015
1402.9313,1470431322015
37.082787,1470431322015
37.213764,1470431322015
15.643824,1470431322015
18.668776,1470431322015
17.606428,1470431322015
17.383997,1470431322015
13.763459,1470431322015
169.25232,1470431322015
1110.0007,1470431322015
1109.9913,1470431322015
684.3393,1470431322015
1213.966,1470431322015
1213.9387,1470431322015
89.83705,1470431322015
21.960157,1470431322015
19.109938,1470431322015
14.86735,1470431322015
14.108847,1470431322015
202.2369,1470431322015
202.23413,1470431322015
15.455301,1470431322015
116.60877,1470431322015
15.678479,1470431322015
45.067516,1470431322015
73.31466,1470431322015
109.045334,1470431322015
109.03708,1470431322015
72.6789,1470431322015
72.56728,1470431322015
263.98038,1470431322015
263.96497,1470431322015
14.000001,1470431322015
37.6256,1470431322015
37.65777,1470431322015
17.212727,1470431322015
14.263301,1470431322015
15.823916,1470431322015
17.23183,1470431322015
16.600248,1470431322015
14.334221,1470431322015
71.456856,1470431322015
71.51007,1470431322015
40.82451,1470431322015
94.78465,1470431322015
241.28671,1470431322015
241.28864,1470431322015
17.002884,1470431322015
15.946765,1470431322015
15.066374,1470431322015
537.71796,1470431322015
534.8394,1470431322015
66.34086,1470431322015
66.35121,1470431322015
22.687164,1470431322015
761.05896,1470431322015
761.05884,1470431322015
59.462452,1470431322015
59.39837,1470431322015
55.687763,1470431322015
55.702457,1470431322015
