Comment,Cycles,DeepSleep,Framerate,From,Geo,Hours,Id,LenAdjust,Noise,Rating,Sched,Snore,To,Tz
work   #home,7,0.6530612,10,17. 02. 2015 23:36,e065c60,8.700,1424212566055,-2,0.092031784,3.5,18. 02. 2015 8:00,84,18. 02. 2015 8:18,Europe/Vienna
work   #home,6,0.6020408,10,16. 02. 2015 22:26,e065c60,9.790,1424122015539,-2,0.18705913,2.25,17. 02. 2015 8:00,0,17. 02. 2015 8:14,Europe/Vienna
work    #home,6,0.6551724,10,15. 02. 2015 23:00,e065c60,8.500,1424037643787,-2,0.038223054,2.25,16. 02. 2015 7:30,0,16. 02. 2015 7:30,Europe/Vienna
  #home,6,0.525,10,15. 02. 2015 0:23,e065c60,7.780,1423956223585,-2,0.15701957,3.0,15. 02. 2015 9:00,168,15. 02. 2015 8:10,Europe/Vienna
work #dream  #home,5,0.64285713,10,12. 02. 2015 23:11,e065c3d,8.720,1423779109963,-2,0.096267976,4.0,13. 02. 2015 8:00,840,13. 02. 2015 7:54,Europe/Vienna
work #dream  #home,6,0.7380952,10,11. 02. 2015 23:43,e065c3d,7.020,1423694588967,-2,0.077525675,3.75,12. 02. 2015 6:30,0,12. 02. 2015 6:44,Europe/Vienna
work   #home,7,0.56790125,10,10. 02. 2015 23:35,e065c3d,9.010,1423607712447,-2,0.08597385,3.5,11. 02. 2015 8:00,84,11. 02. 2015 8:35,Europe/Vienna
work #dream  #home,6,0.81707317,10,06. 02. 2015 0:10,e065c60,7.960,1423177800848,-2,0.13214564,4.0,06. 02. 2015 8:30,84,06. 02. 2015 8:07,Europe/Vienna
work   #home,6,0.6969697,10,05. 02. 2015 0:27,e065c60,7.730,1423092467358,-1,0.08245958,3.75,05. 02. 2015 8:30,420,05. 02. 2015 8:11,Europe/Vienna
work #fullmoon #dream  #home,3,0.5180723,10,04. 02. 2015 3:12,e065c60,4.620,1423015944986,-1,0.06539618,3.25,04. 02. 2015 7:50,0,04. 02. 2015 7:49,Europe/Vienna
work #fullmoon #alcohol  #home,2,0.5851064,10,03. 02. 2015 22:45,e065c60,4.180,1422999955192,-1,0.04315717,4.0,04. 02. 2015 7:50,0,04. 02. 2015 2:56,Europe/Vienna
work   #home,3,0.62222224,10,03. 02. 2015 0:43,e065c60,6.270,1422920622999,-2,0.05117605,4.0,03. 02. 2015 7:50,84,03. 02. 2015 6:59,Europe/Vienna
work #dream  #home,5,0.7125,10,01. 02. 2015 23:52,e065c60,7.800,1422831133796,-1,0.04817781,0.0,02. 02. 2015 7:50,84,02. 02. 2015 7:39,Europe/Vienna
 #alcohol  #home,5,0.8,10,01. 02. 2015 4:03,e065c60,4.990,1422759786191,-1,0.14135073,3.25,02. 02. 2015 7:50,84,01. 02. 2015 9:02,Europe/Vienna
 #dream  #home,2,0.6511628,10,31. 01. 2015 0:16,e065c60,7.180,1422659793940,-1,0.22397554,3.5,31. 01. 2015 10:00,252,31. 01. 2015 7:27,Europe/Vienna
work  #home,5,0.8021978,10,30. 01. 2015 0:45,e065c60,6.290,1422575147041,-1,0.04270454,4.75,30. 01. 2015 7:50,84,30. 01. 2015 7:03,Europe/Amsterdam
work   #home,7,0.74747473,10,28. 01. 2015 23:44,e065c60,7.750,1422485049066,-2,0.08516707,0.0,29. 01. 2015 7:50,0,29. 01. 2015 7:29,Europe/Amsterdam
work   #home,4,0.5060241,10,27. 01. 2015 23:50,e065c60,6.930,1422399015419,-2,0.117366746,4.0,28. 01. 2015 7:50,336,28. 01. 2015 6:45,Europe/Amsterdam
work   #home,4,0.64044946,10,26. 01. 2015 23:44,e065c60,7.440,1422312250260,-1,0.12983838,4.5,27. 01. 2015 7:50,84,27. 01. 2015 7:10,Europe/Amsterdam
work #dream  #home,7,0.55421686,10,25. 01. 2015 22:51,e065c60,9.230,1422222667558,-2,0.12273102,0.0,26. 01. 2015 7:50,252,26. 01. 2015 8:04,Europe/Amsterdam
 #dream  #home,7,0.50617284,10,25. 01. 2015 0:04,e065c60,8.990,1422140655434,-2,0.19120967,0.0,25. 01. 2015 10:00,0,25. 01. 2015 9:03,Europe/Amsterdam
 #alcohol  #home,3,0.556701,10,24. 01. 2015 1:53,e065c60,6.500,1422060823294,-2,0.15827459,0.0,24. 01. 2015 10:00,168,24. 01. 2015 8:23,Europe/Amsterdam
work   #home,6,0.5529412,10,22. 01. 2015 23:41,e065c60,8.310,1421966499995,-2,0.11260003,3.75,23. 01. 2015 7:50,336,23. 01. 2015 8:00,Europe/Amsterdam
work #dream  #home,1,0.96428573,10,21. 01. 2015 23:01,e065c60,9.330,1421877683994,-2,0.032559663,4.25,22. 01. 2015 8:10,336,22. 01. 2015 8:21,Europe/Amsterdam
work #newmoon #dream  #home,5,0.6835443,10,20. 01. 2015 23:26,e065c60,7.820,1421792807476,-6,0.13083172,4.5,21. 01. 2015 7:00,0,21. 01. 2015 7:16,Europe/Amsterdam
work #newmoon #dream  #home,5,0.6506024,10,20. 01. 2015 0:08,e065c60,8.110,1421708918820,-2,0.08057145,4.5,20. 01. 2015 8:00,84,20. 01. 2015 8:15,Europe/Amsterdam
work   #home,6,0.59574467,10,18. 01. 2015 23:08,e065c60,8.650,1421618919254,-17,0.14525568,4.5,19. 01. 2015 8:00,1512,19. 01. 2015 7:47,Europe/Amsterdam
 #alcohol  #home,4,0.49462366,10,18. 01. 2015 3:35,e065c60,5.190,1421548544782,-2,0.050003458,3.25,18. 01. 2015 10:00,0,18. 01. 2015 8:46,Europe/Amsterdam
 #alcohol  #home,4,0.6,10,17. 01. 2015 2:11,e065c60,8.330,1421457078679,-2,0.13980325,0.0,17. 01. 2015 10:30,840,17. 01. 2015 10:30,Europe/Amsterdam
work #dream  #home,6,0.6060606,10,15. 01. 2015 23:30,e065c60,6.590,1421361049546,-2,0.12819384,0.0,16. 01. 2015 6:00,84,16. 01. 2015 6:06,Europe/Amsterdam
work #dream  #home,6,0.7692308,10,15. 01. 2015 1:19,e065c60,6.360,1421281181647,-2,0.073472984,0.0,15. 01. 2015 7:40,2100,15. 01. 2015 7:41,Europe/Amsterdam
work #dream  #home,5,0.5632184,10,14. 01. 2015 0:00,e065c60,6.050,1421190057417,-2,0.031814788,3.75,14. 01. 2015 6:00,0,14. 01. 2015 6:03,Europe/Amsterdam
work #dream  #home,7,0.64285713,10,12. 01. 2015 0:04,e065c60,7.640,1421017485115,-1,0.021124028,2.75,12. 01. 2015 8:00,252,12. 01. 2015 7:43,Europe/Amsterdam
 #dream  #home,4,0.4642857,10,10. 01. 2015 1:37,e065c35,8.150,1420850246251,-2,0.106608234,4.0,10. 01. 2015 10:00,0,10. 01. 2015 9:46,Europe/Amsterdam
work #dream  #home,8,0.64285713,10,07. 01. 2015 23:48,e065c35,8.140,1420670904815,-1,0.09798228,4.25,08. 01. 2015 8:00,0,08. 01. 2015 7:56,Europe/Amsterdam
work   #home,2,0.2857143,10,07. 01. 2015 5:28,e065c35,3.080,1420604933631,-2,0.052324727,3.5,07. 01. 2015 8:00,0,07. 01. 2015 8:33,Europe/Amsterdam
Manually added,-1,-1.0,10,06. 01. 2015 23:50,,5.420,1420584622719,0,0.0,0.0,07. 01. 2015 5:15,-1,07. 01. 2015 5:15,Europe/Amsterdam
  #home,5,0.5,10,06. 01. 2015 0:50,e065c60,8.170,1420501812480,-2,0.09108368,3.5,10. 01. 2015 10:00,0,06. 01. 2015 9:00,Europe/Amsterdam
work #fullmoon #dream  #home,4,0.48235294,10,05. 01. 2015 1:14,e065c60,7.070,1420416895883,-1,0.12809505,3.25,05. 01. 2015 8:00,84,05. 01. 2015 8:19,Europe/Amsterdam
work  #fullmoon  #home,-1,-1.0,10,05. 01. 2015 0:17,e065c60,0.810,1420413437062,-2,0.0124222515,0.0,05. 01. 2015 8:00,0,05. 01. 2015 1:05,Europe/Amsterdam
  #home,6,0.7647059,10,04. 01. 2015 1:12,e065c60,7.100,1420330340844,-2,0.12100395,4.5,04. 01. 2015 10:00,84,04. 01. 2015 8:18,Europe/Amsterdam
 #dream #sport  #home,5,0.48979592,10,03. 01. 2015 2:16,e065c60,7.610,1420247794718,-1,0.14688331,4.0,03. 01. 2015 10:00,168,03. 01. 2015 9:53,Europe/Amsterdam
Manually added,-1,-1.0,10,02. 01. 2015 8:30,,2.500,1420183834062,0,0.0,0.0,02. 01. 2015 11:00,-1,02. 01. 2015 11:00,Europe/Amsterdam
 #hot  #home,5,0.5,10,02. 01. 2015 0:26,e065c60,7.490,1420154777808,-2,0.09628307,1.75,02. 01. 2015 8:15,168,02. 01. 2015 7:55,Europe/Amsterdam
#dream   #home,4,0.68604654,10,31. 12. 2014 1:12,e065c60,5.980,1419984734438,-2,0.13119677,4.0,31. 12. 2014 9:30,0,31. 12. 2014 7:10,Europe/Amsterdam
work   #home,5,0.6296296,10,30. 12. 2014 0:27,e065c68,7.900,1419895627132,-1,0.23113123,3.5,30. 12. 2014 8:10,2100,30. 12. 2014 8:21,Europe/Amsterdam
  #home,5,0.47058824,10,28. 12. 2014 2:42,e065c60,7.070,1419730925758,-1,0.16503625,3.75,28. 12. 2014 10:00,84,28. 12. 2014 9:46,Europe/Amsterdam
work   #geo1,6,0.6091954,10,25. 12. 2014 1:40,9fc3fb4,7.270,1419471632041,-1,0.025596945,4.5,25. 12. 2014 8:40,0,25. 12. 2014 8:56,Europe/Lisbon
  #geo1,5,0.55813956,10,24. 12. 2014 0:45,9fc3fb4,8.390,1419381956006,-2,0.12665375,3.5,24. 12. 2014 8:00,0,24. 12. 2014 9:09,Europe/Lisbon
work   #geo1,5,0.35714287,10,23. 12. 2014 0:14,9fc3fb4,9.340,1419293699529,-1,0.09372914,2.75,23. 12. 2014 8:40,84,23. 12. 2014 9:35,Europe/London
work  #newmoon  #geo1,8,0.54320985,10,21. 12. 2014 23:53,9fc3fb4,9.040,1419205980176,-1,0.13389945,4.0,22. 12. 2014 8:40,84,22. 12. 2014 8:55,Europe/London
  #geo1,6,0.49382716,10,21. 12. 2014 0:46,9fc3fb4,7.890,1419122803372,-1,0.14129463,3.5,21. 12. 2014 8:30,0,21. 12. 2014 8:39,Europe/London
 #dream  #home,5,0.5529412,10,19. 12. 2014 23:10,e065c60,7.130,1419027015502,-2,0.095010884,3.75,20. 12. 2014 8:15,252,20. 12. 2014 6:18,Europe/Vienna
work   #home,2,0.97590363,10,18. 12. 2014 22:33,e065c60,9.180,1418938381368,-2,0.04373739,2.5,19. 12. 2014 7:50,84,19. 12. 2014 7:44,Europe/Vienna
work #stress  #home,8,0.625,10,17. 12. 2014 0:29,e065c60,6.390,1418772557316,-2,0.065437555,2.25,17. 12. 2014 8:15,0,17. 12. 2014 6:52,Europe/Vienna
work   #home,4,0.35632184,10,15. 12. 2014 23:29,e065c60,8.510,1418682598908,-2,0.18035679,4.25,16. 12. 2014 7:50,0,16. 12. 2014 8:00,Europe/Vienna
Manually added,-1,-1.0,10,13. 12. 2014 0:00,,9.250,1418425249405,0,0.0,3.75,13. 12. 2014 9:15,-1,13. 12. 2014 9:15,Europe/Vienna
work   #home,6,0.5632184,10,11. 12. 2014 23:16,e065c60,8.450,1418336196542,-1,0.1543401,4.5,12. 12. 2014 7:50,168,12. 12. 2014 7:43,Europe/Vienna
Nap length 0:30  #home,-1,-1.0,10,11. 12. 2014 17:14,e065c60,0.420,1418314485827,-1,0.060224988,3.5,11. 12. 2014 17:44,0,11. 12. 2014 17:39,Europe/Vienna
work  #home,1,0.26262626,10,11. 12. 2014 6:06,e065c60,1.940,1418274389205,-1,0.0676279,4.5,11. 12. 2014 7:50,0,11. 12. 2014 8:02,Europe/Vienna
work  #home,6,0.5979381,10,10. 12. 2014 23:29,e065c60,6.500,1418250582562,-2,0.26942673,2.5,11. 12. 2014 7:50,0,11. 12. 2014 5:59,Europe/Vienna
work #dream  #home,6,0.46067417,10,10. 12. 2014 0:52,e065c60,7.420,1418169131683,-1,0.17384896,3.5,10. 12. 2014 8:30,0,10. 12. 2014 8:17,Europe/Vienna
work  #home,7,0.5,10,08. 12. 2014 23:39,e065c60,8.210,1418078379880,-2,0.27651247,4.0,09. 12. 2014 7:20,0,09. 12. 2014 7:52,Europe/Vienna
Ideal sleep length #home,8,0.61445785,10,08. 12. 2014 1:16,e065c60,8.050,1417997799135,-1,0.22878405,4.0,08. 12. 2014 9:25,2520,08. 12. 2014 9:19,Europe/Vienna
 #fullmoon #home,3,0.954023,10,07. 12. 2014 0:40,e065c60,8.500,1417909232030,-2,0.04357765,4.0,07. 12. 2014 9:10,0,07. 12. 2014 9:10,Europe/Vienna
Nap length 1:00 #fullmoon,-1,-1.0,10,06. 12. 2014 16:18,,0.930,1417879121939,-1,0.77059615,4.5,06. 12. 2014 17:18,0,06. 12. 2014 17:14,Europe/Vienna
Manually added #fullmoon,-1,-1.0,10,06. 12. 2014 3:30,,7.500,1417833022583,0,0.0,0.0,06. 12. 2014 11:00,-1,06. 12. 2014 11:00,Europe/Vienna
work #stress  #home,6,0.55172414,10,05. 12. 2014 0:38,e065c60,7.270,1417736324083,-2,0.20379017,2.0,05. 12. 2014 7:45,84,05. 12. 2014 7:54,Europe/Vienna
work  #home,3,0.5301205,10,04. 12. 2014 0:33,e065c60,8.050,1417649632789,-1,0.10284451,2.75,04. 12. 2014 8:10,0,04. 12. 2014 8:36,Europe/Vienna
work #dream  #home,6,0.64705884,10,03. 12. 2014 0:48,e065c35,7.070,1417564112513,-2,0.07569364,4.5,03. 12. 2014 7:50,0,03. 12. 2014 7:52,Europe/Vienna
work   #home,5,0.59375,10,02. 12. 2014 0:30,e065c35,7.640,1417476635726,-11,0.174601,3.75,02. 12. 2014 8:10,0,02. 12. 2014 8:09,Europe/Vienna
work  #home,7,0.64705884,10,30. 11. 2014 23:52,e065c35,8.310,1417387924396,-2,0.043440133,4.5,01. 12. 2014 8:10,0,01. 12. 2014 8:10,Europe/Vienna
Nap length 1:00 #home,1,0.8192771,10,30. 11. 2014 14:46,e065c35,0.730,1417355197257,-1,0.0064138086,4.75,30. 11. 2014 15:46,0,30. 11. 2014 15:30,Europe/Vienna
Manually added,-1,-1.0,10,30. 11. 2014 1:30,,7.500,1417307422271,0,0.0,0.0,30. 11. 2014 9:00,-1,30. 11. 2014 9:00,Europe/Vienna
Manually added,-1,-1.0,10,29. 11. 2014 22:00,,2.420,1417294803641,0,0.0,3.5,30. 11. 2014 0:25,-1,30. 11. 2014 0:25,Europe/Vienna
Manually added,-1,-1.0,10,29. 11. 2014 2:50,,7.670,1417225812939,0,0.0,0.0,29. 11. 2014 10:30,-1,29. 11. 2014 10:30,Europe/Vienna
work  #home,5,0.5308642,10,28. 11. 2014 0:18,e065c35,7.860,1417130325724,-1,0.21677949,3.5,28. 11. 2014 8:10,252,28. 11. 2014 8:10,Europe/Vienna
work  #home,1,0.5595238,10,27. 11. 2014 0:35,e065c35,7.050,1417044917045,-1,0.16454206,3.25,27. 11. 2014 7:40,0,27. 11. 2014 7:38,Europe/Vienna
work  #home,6,0.5154639,10,26. 11. 2014 0:11,e065c35,7.730,1416957105078,-11,0.18785517,4.0,26. 11. 2014 8:00,84,26. 11. 2014 7:55,Europe/Vienna
work  #home,5,0.5529412,10,25. 11. 2014 0:05,e065c60,8.250,1416870350385,-1,0.18528387,3.5,25. 11. 2014 8:15,0,25. 11. 2014 8:20,Europe/Vienna
 #newmoon #home,7,0.625,10,23. 11. 2014 0:50,e065c68,8.590,1416700215801,-1,0.16584408,3.75,23. 11. 2014 9:10,168,23. 11. 2014 9:25,Europe/Vienna
 #newmoon #home,5,0.60493827,10,22. 11. 2014 2:19,e065c60,7.880,1416619145236,-1,0.14999337,0.0,22. 11. 2014 10:18,84,22. 11. 2014 10:11,Europe/Vienna
work  #home,6,0.6511628,10,21. 11. 2014 0:31,e065c60,7.180,1416526266510,-1,0.2391822,3.5,21. 11. 2014 7:55,168,21. 11. 2014 7:41,Europe/Vienna
work   #home,6,0.4848485,10,20. 11. 2014 0:13,e065c60,7.750,1416438809171,-1,0.22935735,3.5,20. 11. 2014 8:05,0,20. 11. 2014 7:58,Europe/Vienna
work  #home,1,0.9756098,10,19. 11. 2014 0:12,e065c60,7.980,1416352352110,-2,0.018043801,3.5,19. 11. 2014 8:05,0,19. 11. 2014 8:11,Europe/Vienna
work #dream  #home,4,0.622449,10,18. 11. 2014 0:30,e065c60,7.610,1416267011779,-2,0.25572252,3.5,18. 11. 2014 8:05,252,18. 11. 2014 8:06,Europe/Vienna
work  #home,4,0.5151515,10,16. 11. 2014 23:14,e065c60,8.860,1416176056851,-1,0.21679491,4.5,17. 11. 2014 8:05,168,17. 11. 2014 8:05,Europe/Vienna
 #stress  #home,3,0.3493976,10,15. 11. 2014 23:05,e065c60,10.350,1416089157205,-1,0.1500999,3.25,16. 11. 2014 9:30,504,16. 11. 2014 9:27,Europe/Vienna
work  #home,3,0.9411765,10,13. 11. 2014 23:24,e065c60,8.270,1415917477074,-1,0.01377573,0.0,14. 11. 2014 7:40,84,14. 11. 2014 7:40,Europe/Vienna
work #sick   #home,2,0.9506173,10,12. 11. 2014 0:13,e065c60,7.890,1415747620079,-1,0.050169654,3.0,12. 11. 2014 8:00,168,12. 11. 2014 8:07,Europe/Vienna
 #home,-1,-2.0,10,08. 11. 2014 1:13,e065c61,0.000,1415405619721,0,0.0,0.0,08. 11. 2014 9:15,0,08. 11. 2014 1:13,Europe/Vienna
work #stress  #fullmoon #home,1,0.9880952,10,07. 11. 2014 1:08,e065c68,5.820,1415318931222,-1,0.017402168,3.5,07. 11. 2014 7:45,0,07. 11. 2014 6:57,Europe/Vienna
work  #home,5,0.5365854,10,05. 11. 2014 1:05,e065c60,5.670,1415145932520,-1,0.2762649,3.5,05. 11. 2014 8:10,0,05. 11. 2014 6:45,Europe/Vienna
work  #home,4,0.8095238,10,04. 11. 2014 5:55,e065c35,2.350,1415076902503,-1,0.065705575,3.5,04. 11. 2014 8:10,0,04. 11. 2014 8:16,Europe/Vienna
work  #home,3,0.55172414,10,04. 11. 2014 0:25,e065c35,4.860,1415057150163,-1,0.030574549,3.5,04. 11. 2014 8:10,0,04. 11. 2014 5:17,Europe/Vienna
 #stress #home,5,0.45918366,10,03. 11. 2014 0:15,e065c35,8.720,1414970133007,-2,0.21551554,2.5,08. 11. 2014 9:15,0,03. 11. 2014 8:58,Europe/Vienna
work  #home,4,0.8181818,10,30. 10. 2014 22:54,e065c35,8.840,1414706082992,-1,0.17719539,4.0,31. 10. 2014 8:10,0,31. 10. 2014 7:45,Europe/Vienna
Manually added,-1,-1.0,10,29. 10. 2014 23:50,,7.170,1414623014750,0,0.0,0.0,30. 10. 2014 7:00,-1,30. 10. 2014 7:00,Europe/Vienna
Manually added,-1,-1.0,10,28. 10. 2014 23:40,,7.500,1414536050776,0,0.0,0.0,29. 10. 2014 7:10,-1,29. 10. 2014 7:10,Europe/Vienna
work  #home,6,0.5952381,10,27. 10. 2014 23:53,e065c35,8.210,1414450391881,-1,0.09297737,0.0,28. 10. 2014 8:10,84,28. 10. 2014 8:05,Europe/Vienna
Nap length 0:30 #home,-1,-1.0,10,26. 10. 2014 15:19,e065c35,0.510,1414333149210,-1,0.010663437,0.0,26. 10. 2014 15:49,0,26. 10. 2014 15:49,Europe/Vienna
  #geo0,8,0.57731956,10,26. 10. 2014 0:07,e065cce,8.620,1414274836380,-2,0.3027411,3.75,26. 10. 2014 9:15,84,26. 10. 2014 7:44,Europe/Vienna
Manually added,-1,-1.0,10,24. 10. 2014 23:00,,8.670,1414184402011,0,0.0,4.5,25. 10. 2014 7:40,-1,25. 10. 2014 7:40,Europe/Vienna
Manually added #newmoon,-1,-1.0,10,23. 10. 2014 23:50,,2.580,1414101059871,0,0.0,0.0,24. 10. 2014 2:25,-1,24. 10. 2014 2:25,Europe/Vienna
work  #home,5,0.5,10,23. 10. 2014 2:46,e065c60,5.440,1414025206174,-1,0.11112288,3.5,23. 10. 2014 7:45,84,23. 10. 2014 8:12,Europe/Vienna
work  #home,6,0.48809522,10,22. 10. 2014 0:05,e065c60,8.200,1413929156454,-1,0.13376601,3.0,22. 10. 2014 8:10,0,22. 10. 2014 8:18,Europe/Vienna
work  #home,5,0.74157304,10,21. 10. 2014 1:16,e065c60,7.410,1413846999503,-1,0.13047141,4.5,21. 10. 2014 8:30,0,21. 10. 2014 8:41,Europe/Vienna
Manually added,-1,-1.0,10,19. 10. 2014 23:20,,8.420,1413753612432,0,0.0,0.0,20. 10. 2014 7:45,-1,20. 10. 2014 7:45,Europe/Vienna
Manually added,-1,-1.0,10,18. 10. 2014 2:30,,7.500,1413592247650,0,0.0,0.0,18. 10. 2014 10:00,-1,18. 10. 2014 10:00,Europe/Vienna
work  #home,5,0.7037037,10,17. 10. 2014 0:06,e065c60,6.880,1413497187059,-6,0.058713585,4.5,17. 10. 2014 8:15,0,17. 10. 2014 6:59,Europe/Vienna
work  #home,4,0.5,10,16. 10. 2014 0:17,e065c60,7.820,1413411458041,0,0.06662103,4.25,16. 10. 2014 8:15,0,16. 10. 2014 8:06,Europe/Vienna
work  #home,4,0.45360824,10,14. 10. 2014 23:48,e065c60,7.560,1413330499701,0,0.15743394,3.5,15. 10. 2014 8:15,168,15. 10. 2014 7:21,GMT
work ,7,0.5802469,10,14. 10. 2014 0:05,,7.890,1413245137332,-5,0.19835712,4.25,14. 10. 2014 8:40,84,14. 10. 2014 7:59,GMT
work  #home,4,0.6931818,10,13. 10. 2014 0:16,e065c60,7.450,1413159379008,-9,5.638028E-5,3.5,13. 10. 2014 8:10,0,13. 10. 2014 7:43,GMT
