Comment,Cycles,DeepSleep,Framerate,From,Geo,Hours,Id,LenAdjust,Noise,Rating,Sched,Snore,To,Tz
  #home,1,0.14772727,10000,02. 02. 2016 4:36,e065c68,3.680,1454384175536,-2,0.015290283,0.0,02. 02. 2016 8:00,0,02. 02. 2016 8:17,Europe/Vienna
  #home,4,0.7176471,10000,02. 02. 2016 0:41,e065c68,3.540,1454370095006,-2,0.004836672,0.0,02. 02. 2016 8:00,0,02. 02. 2016 4:14,Europe/Vienna
  #home,6,0.4125,10000,31. 01. 2016 23:13,e065c68,8.950,1454278400310,-2,0.024487017,0.0,01. 02. 2016 8:00,0,01. 02. 2016 8:10,Europe/Vienna
  #home,2,0.24691358,10000,28. 01. 2016 23:53,e065c3d,3.400,1454021586204,-2,0.0012576246,0.0,29. 01. 2016 8:00,0,29. 01. 2016 3:16,Europe/Vienna
  #home,5,0.38372093,10000,27. 01. 2016 23:41,e065c3d,8.370,1453934467399,-2,7.9611846E-4,0.0,28. 01. 2016 8:00,0,28. 01. 2016 8:03,Europe/Vienna
  #home,4,0.40816328,10000,27. 01. 2016 0:24,e065c3d,7.600,1453850680433,-2,0.0032623536,0.0,27. 01. 2016 8:00,0,27. 01. 2016 8:00,Europe/Vienna
  #home,-1,-1.0,10000,26. 01. 2016 23:48,e065c3d,0.410,1453848510423,-2,4.0665787E-4,0.0,27. 01. 2016 8:00,0,27. 01. 2016 0:12,Europe/Vienna
  #home,5,0.3253012,10000,25. 01. 2016 23:21,e065c3d,8.090,1453760477931,-2,8.005692E-4,0.0,26. 01. 2016 8:00,0,26. 01. 2016 7:26,Europe/Vienna
  #home,4,0.35632184,10000,24. 01. 2016 23:13,e065c3d,8.500,1453673605797,-2,8.4210763E-4,0.0,25. 01. 2016 8:00,0,25. 01. 2016 7:43,Europe/Vienna
  #home,3,0.18072289,10000,22. 01. 2016 1:01,e065c3d,6.960,1453420880297,-2,0.010609519,0.0,22. 01. 2016 8:00,0,22. 01. 2016 7:58,Europe/Vienna
  #home,-1,-1.0,10000,21. 01. 2016 6:03,e065c3d,1.890,1453352582873,-2,8.031342E-4,0.0,21. 01. 2016 7:30,0,21. 01. 2016 7:56,Europe/Vienna
  #home,-1,-2.0,10000,21. 01. 2016 5:45,e065c3d,0.010,1453351534923,0,0.0,0.0,21. 01. 2016 7:30,0,21. 01. 2016 5:46,Europe/Vienna
  #home,4,0.59090906,10000,20. 01. 2016 23:34,e065c3d,6.140,1453329260287,-2,0.0011563287,0.0,21. 01. 2016 7:30,0,21. 01. 2016 5:42,Europe/Vienna
  #home,7,0.55,10000,20. 01. 2016 0:07,e065c3d,5.590,1453244858812,-2,0.010776152,0.0,20. 01. 2016 7:50,0,20. 01. 2016 5:43,Europe/Vienna
  #home,4,0.49425286,10000,19. 01. 2016 0:13,e065c3d,7.260,1453158827307,-2,6.555241E-4,0.0,19. 01. 2016 7:50,0,19. 01. 2016 7:29,Europe/Vienna
  #home,6,0.43529412,10000,18. 01. 2016 0:40,e065c3d,7.110,1453074045480,-2,8.176944E-4,0.0,18. 01. 2016 7:50,0,18. 01. 2016 7:47,Europe/Vienna
  #home,7,0.5955056,10000,17. 01. 2016 2:28,e065c3d,7.440,1452994126486,-2,5.159967E-4,0.0,18. 01. 2016 7:50,0,17. 01. 2016 9:55,Europe/Vienna
  #home,3,0.33673468,10000,16. 01. 2016 0:31,e065c35,6.550,1452900683036,-2,6.921997E-4,0.0,18. 01. 2016 7:50,0,16. 01. 2016 7:04,Europe/Vienna
  #home,4,0.5411765,10000,14. 01. 2016 23:10,e065c35,8.250,1452809415290,-2,6.843112E-4,0.0,15. 01. 2016 7:50,0,15. 01. 2016 7:25,Europe/Vienna
  #home,6,0.5609756,10000,14. 01. 2016 1:29,e065c35,6.830,1452731368771,-2,0.0010762109,0.0,14. 01. 2016 7:50,0,14. 01. 2016 8:18,Europe/Vienna
  #home,5,0.4949495,10000,13. 01. 2016 0:25,e065c35,7.740,1452641114978,-2,0.0012974689,0.0,13. 01. 2016 7:50,0,13. 01. 2016 8:09,Europe/Vienna
  #home,5,0.5121951,10000,12. 01. 2016 1:04,e065c35,6.830,1452557083737,-2,0.0026181645,0.0,12. 01. 2016 7:50,0,12. 01. 2016 7:54,Europe/Vienna
  #home,3,0.4375,10000,10. 01. 2016 23:47,e065c35,7.810,1452466071246,-2,0.015793249,0.0,11. 01. 2016 7:50,0,11. 01. 2016 7:36,Europe/Vienna
 #newmoon #alcohol  #home,5,0.62068963,10000,10. 01. 2016 4:37,e065c35,6.040,1452397043376,-2,0.074896686,0.0,11. 01. 2016 7:50,168,10. 01. 2016 10:39,Europe/Vienna
 #dream  #home,6,0.5113636,10000,09. 01. 2016 1:47,e065c68,7.320,1452300439665,-2,0.008072257,0.0,11. 01. 2016 7:50,0,09. 01. 2016 9:06,Europe/Vienna
  #home,4,0.56790125,10000,08. 01. 2016 1:01,e065c68,5.600,1452211294056,-2,0.005339562,0.0,08. 01. 2016 7:50,0,08. 01. 2016 6:37,Europe/Vienna
Manually added,-1,-2.0,10000,07. 01. 2016 7:25,,1.580,1452147931366,0,-1.0,0.0,07. 01. 2016 9:00,-1,07. 01. 2016 9:00,Europe/Vienna
  #home,3,0.5425532,10000,07. 01. 2016 3:24,e065c68,3.930,1452133479940,-2,0.002385741,0.0,07. 01. 2016 7:50,0,07. 01. 2016 7:20,Europe/Vienna
  #home,4,0.4659091,10000,05. 01. 2016 0:35,e065c68,7.350,1451950542933,-2,0.02234031,0.0,05. 01. 2016 7:50,0,05. 01. 2016 7:56,Europe/Vienna
  #home,6,0.54320985,10000,04. 01. 2016 0:28,e065c68,7.840,1451863694748,-2,0.017101085,0.0,04. 01. 2016 7:50,0,04. 01. 2016 8:18,Europe/Vienna
 #home,7,0.36585367,10000,31. 12. 2015 1:09,e065c3d,9.100,1451520548032,-2,0.029417304,0.0,12. 01. 2016 1:49,0,31. 12. 2015 10:14,Europe/Vienna
work    #dream  #home,3,0.31034482,10000,30. 12. 2015 0:53,e065c3d,7.260,1451433234460,-2,0.03316238,0.0,30. 12. 2015 8:00,0,30. 12. 2015 8:09,Europe/Vienna
work  #dream  #home,5,0.35,10000,29. 12. 2015 0:49,e065c3d,7.810,1451346552609,-2,0.013041765,0.0,29. 12. 2015 8:00,0,29. 12. 2015 8:37,Europe/Vienna
work   #home,4,0.49484536,10000,28. 12. 2015 3:45,e065c3d,5.400,1451270728177,-2,0.012641792,0.0,28. 12. 2015 8:00,0,28. 12. 2015 9:09,Europe/Vienna
  #home,4,0.3493976,10000,27. 12. 2015 0:58,e065c60,8.110,1451174285540,-2,0.010406332,0.0,08. 01. 2016 1:38,0,27. 12. 2015 9:04,Europe/Vienna
 #fullmoon   #geo1,5,0.46153846,10000,25. 12. 2015 23:06,9fc3fb4,6.360,1451084770925,-2,0.004602545,0.0,26. 12. 2015 7:50,0,26. 12. 2015 5:27,Europe/Lisbon
work  #fullmoon  #geo1,1,0.4878049,10000,25. 12. 2015 7:35,9fc3fb4,0.940,1451028946792,-2,0.0020039931,0.0,25. 12. 2015 8:30,0,25. 12. 2015 8:32,Europe/Lisbon
work  #fullmoon    #geo1,7,0.5903614,10000,25. 12. 2015 0:39,9fc3fb4,6.930,1451003963489,-2,0.017697848,0.0,25. 12. 2015 8:30,0,25. 12. 2015 7:35,Europe/Lisbon
work   #geo1,7,0.47619048,10000,24. 12. 2015 0:58,9fc3fb5,9.390,1450918708443,-2,0.009455104,0.0,24. 12. 2015 10:00,0,24. 12. 2015 10:22,Europe/Lisbon
  #geo1,7,0.36734694,10000,22. 12. 2015 23:31,9fc3fb5,11.990,1450827094730,-2,0.04080839,0.0,04. 01. 2016 0:12,0,23. 12. 2015 11:30,Europe/Lisbon
 #dream  #home,4,0.49484536,10000,21. 12. 2015 23:57,e065c68,4.050,1450738647302,-2,0.009799687,0.0,22. 12. 2015 4:00,0,22. 12. 2015 4:00,Europe/Vienna
  #home,4,0.59782606,10000,21. 12. 2015 0:31,e065c68,3.850,1450654288261,-2,0.0072985687,0.0,21. 12. 2015 7:40,0,21. 12. 2015 4:22,Europe/Vienna
  #home,7,0.53125,10000,20. 12. 2015 2:01,e065c3d,7.520,1450573296646,-2,0.045454953,0.0,20. 12. 2015 10:00,0,20. 12. 2015 9:32,Europe/Vienna
  #home,5,0.5294118,10000,19. 12. 2015 1:06,e065c3d,5.930,1450483586553,-2,0.043020654,0.0,19. 12. 2015 10:00,0,19. 12. 2015 7:01,Europe/Vienna
  #home,4,0.5,10000,16. 12. 2015 0:48,e065c68,5.330,1450223283537,-2,0.017021215,0.0,16. 12. 2015 7:40,0,16. 12. 2015 6:08,Europe/Vienna
  #home,2,0.48979592,10000,10. 12. 2015 0:53,e065c68,5.450,1449705185973,-2,0.017020693,0.0,10. 12. 2015 7:40,84,10. 12. 2015 6:20,Europe/Vienna
  #home,3,0.34444445,10000,09. 12. 2015 2:01,e065c68,6.290,1449622913939,-2,0.023618255,0.0,09. 12. 2015 7:40,84,09. 12. 2015 8:19,Europe/Vienna
Manually added,-1,-2.0,10000,07. 12. 2015 7:03,,1.780,1449468180367,0,-1.0,0.0,07. 12. 2015 8:50,-1,07. 12. 2015 8:50,Europe/Vienna
  #home,7,0.55421686,10000,07. 12. 2015 0:02,e065c35,6.930,1449442942193,-2,0.01369751,0.0,07. 12. 2015 7:40,0,07. 12. 2015 6:58,Europe/Vienna
  #home,5,0.46341464,10000,02. 12. 2015 23:35,e065c35,8.010,1449095752848,-2,0.031634774,0.0,03. 12. 2015 7:40,0,03. 12. 2015 7:36,Europe/Vienna
  #home,4,0.4691358,10000,02. 12. 2015 0:48,e065c35,6.780,1449013729610,-2,0.014866907,0.0,02. 12. 2015 7:40,0,02. 12. 2015 7:35,Europe/Vienna
  #home,-1,-1.0,10000,01. 12. 2015 6:22,e065c35,2.440,1448947359587,-2,0.021042986,0.0,01. 12. 2015 7:40,0,01. 12. 2015 8:49,Europe/Vienna
Manually added,-1,-2.0,10000,01. 12. 2015 1:15,,3.830,1448928900000,0,-1.0,0.0,01. 12. 2015 5:05,-1,01. 12. 2015 5:05,Europe/Vienna
  #home,6,0.43820226,10000,30. 11. 2015 0:32,e065c68,7.420,1448839941091,-2,0.0289712,0.0,30. 11. 2015 7:40,84,30. 11. 2015 7:57,Europe/Vienna
  #home,4,0.37037036,10000,27. 11. 2015 0:08,e065c68,7.890,1448579313575,-1,0.016884364,0.0,27. 11. 2015 7:40,0,27. 11. 2015 8:01,Europe/Vienna
 #fullmoon      #home,4,0.6296296,10000,26. 11. 2015 0:10,e065c68,7.890,1448493038149,-2,0.0049700113,0.0,26. 11. 2015 7:40,0,26. 11. 2015 8:03,Europe/Vienna
Manually added,-1,-2.0,10000,25. 11. 2015 7:15,,2.740,1448432131668,0,-1.0,0.0,25. 11. 2015 10:00,-1,25. 11. 2015 10:00,Europe/Vienna
  #home,5,0.65957445,10000,24. 11. 2015 23:40,e065c68,5.210,1448404811662,-2,0.0065551247,0.0,25. 11. 2015 7:40,0,25. 11. 2015 4:52,Europe/Vienna
  #home,6,0.50574714,10000,23. 11. 2015 1:23,e065c68,7.250,1448238228009,-2,0.0059414473,0.0,23. 11. 2015 7:40,0,23. 11. 2015 8:38,Europe/Vienna
  #home,6,0.48809522,10000,22. 11. 2015 0:29,e065c68,8.160,1448148565291,-2,0.007898458,0.0,23. 11. 2015 7:40,0,22. 11. 2015 8:38,Europe/Vienna
 #alcohol  #home,5,0.46341464,10000,21. 11. 2015 2:42,e065c60,6.820,1448070138446,-2,0.0033487808,0.0,23. 11. 2015 7:40,0,21. 11. 2015 9:31,Europe/Vienna
  #home,3,0.5632184,10000,20. 11. 2015 0:50,e065c68,3.620,1447977043363,-2,0.023578223,0.0,20. 11. 2015 7:40,0,20. 11. 2015 4:28,Europe/Vienna
  #home,8,0.597561,10000,19. 11. 2015 0:15,e065c60,8.010,1447888536159,-2,0.015755324,1.75,19. 11. 2015 8:30,0,19. 11. 2015 8:16,Europe/Vienna
  #home,5,0.5,10000,18. 11. 2015 1:07,e065c68,7.190,1447805230285,-2,0.013146262,0.0,18. 11. 2015 8:30,0,18. 11. 2015 8:18,Europe/Vienna
work    #home,6,0.49382716,10,15. 11. 2015 23:51,e065c3d,7.880,1447627914279,-2,0.007694698,4.0,16. 11. 2015 7:30,0,16. 11. 2015 7:44,Europe/Vienna
  #home,6,0.37373737,10,14. 11. 2015 23:51,e065c3d,8.840,1447541517834,-2,0.0048468728,4.75,16. 11. 2015 7:30,0,15. 11. 2015 8:42,Europe/Vienna
work      #home,3,0.54022986,10,13. 11. 2015 0:38,e065c68,7.290,1447371493222,-2,0.038968053,0.0,13. 11. 2015 8:15,0,13. 11. 2015 7:55,Europe/Vienna
work  #newmoon    #home,5,0.7037037,10,11. 11. 2015 0:04,e065c68,5.660,1447196649436,-2,0.016695503,3.75,11. 11. 2015 7:40,0,11. 11. 2015 5:43,Europe/Vienna
work     #home,6,0.597561,10,10. 11. 2015 0:10,e065c68,6.820,1447110626005,-2,0.05439763,3.25,10. 11. 2015 7:40,0,10. 11. 2015 6:59,Europe/Vienna
work    #home,4,0.556701,10,08. 11. 2015 23:49,e065c68,7.530,1447022987837,-2,0.0252135,3.75,09. 11. 2015 7:00,0,09. 11. 2015 7:21,Europe/Vienna
Manually added,-1,-2.0,10,07. 11. 2015 22:50,,8.670,1446933000000,0,0.0,0.0,08. 11. 2015 7:30,-1,08. 11. 2015 7:30,Europe/Vienna
  #home,5,0.67058825,10,05. 11. 2015 1:27,e065c60,5.910,1446683252817,-2,0.017791506,0.0,05. 11. 2015 7:45,0,05. 11. 2015 7:22,Europe/Vienna
  #home,3,0.47619048,10,03. 11. 2015 23:47,e065c68,8.140,1446590834757,-2,0.042534042,0.0,04. 11. 2015 7:45,0,04. 11. 2015 7:55,Europe/Vienna
work      #home,5,0.46464646,10,03. 11. 2015 0:46,e065c35,6.600,1446507995053,-2,0.0068414574,0.0,03. 11. 2015 7:30,0,03. 11. 2015 7:22,Europe/Vienna
work     #home,3,0.5609756,10,29. 10. 2015 23:59,e065c60,4.560,1446159588128,-2,0.011348771,0.0,30. 10. 2015 7:30,0,30. 10. 2015 4:33,Europe/Vienna
work      #home,4,0.4878049,10,29. 10. 2015 0:01,e065c60,7.960,1446073306807,-2,0.041564126,4.5,29. 10. 2015 7:30,0,29. 10. 2015 7:59,Europe/Vienna
work     #home,-1,-2.0,10,28. 10. 2015 7:22,e065c60,0.310,1446013345857,-2,0.020995278,0.0,28. 10. 2015 8:00,0,28. 10. 2015 7:40,Europe/Vienna
work     #home,2,0.43678162,10,28. 10. 2015 3:44,e065c60,3.620,1446000270668,0,0.023374936,0.0,28. 10. 2015 7:30,0,28. 10. 2015 7:21,Europe/Vienna
work  #fullmoon  #home,5,0.7804878,10,27. 10. 2015 23:35,e065c60,3.420,1445985302790,-2,0.03424496,0.0,28. 10. 2015 7:30,0,28. 10. 2015 3:00,Europe/Vienna
work  #fullmoon    #home,6,0.61728394,10,26. 10. 2015 22:26,e065c60,9.010,1445894790839,-2,0.08710918,4.75,27. 10. 2015 7:30,0,27. 10. 2015 7:27,Europe/Vienna
work   #home,-1,-1.0,10,26. 10. 2015 6:09,e065c60,1.500,1445836164303,-2,0.016012589,0.0,26. 10. 2015 7:30,0,26. 10. 2015 7:39,Europe/Vienna
work  #sport      #home,5,0.4949495,10,25. 10. 2015 22:45,e065c60,5.490,1445809544631,-2,0.058405284,0.0,26. 10. 2015 7:30,0,26. 10. 2015 4:15,Europe/Vienna
  #home,7,0.6853933,10,24. 10. 2015 2:28,e065c68,6.150,1445646532845,-2,0.009817515,0.0,26. 10. 2015 7:30,0,24. 10. 2015 8:38,Europe/Vienna
work     #home,8,0.7529412,10,23. 10. 2015 0:34,e065c68,7.060,1445553279513,-2,0.015187422,0.0,23. 10. 2015 7:30,0,23. 10. 2015 7:38,Europe/Vienna
work     #home,5,0.71910113,10,22. 10. 2015 0:37,e065c60,7.400,1445467026304,-2,0.007058152,3.5,22. 10. 2015 7:30,0,22. 10. 2015 8:01,Europe/Vienna
work   #home,3,0.8333333,10,19. 10. 2015 0:03,e065c60,7.530,1445205815200,-2,0.013125715,4.25,19. 10. 2015 7:30,0,19. 10. 2015 7:35,Europe/Vienna
work    #home,6,0.5,10,29. 09. 2015 0:08,e065c68,7.670,1443478094750,-2,0.0073233447,0.0,29. 09. 2015 7:45,0,29. 09. 2015 7:48,Europe/Vienna
work     #home,5,0.53535354,10,15. 09. 2015 0:59,e065c60,5.530,1442271588040,-2,0.023249734,0.0,15. 09. 2015 8:45,0,15. 09. 2015 6:31,Europe/Vienna
Manually added,-1,-2.0,10,10. 09. 2015 22:55,,8.500,1441918500000,0,0.0,0.0,11. 09. 2015 7:25,-1,11. 09. 2015 7:25,Europe/Vienna
work         #home,4,0.5862069,10,09. 09. 2015 23:38,e065c60,8.440,1441834715317,-2,0.010325127,4.25,10. 09. 2015 7:45,0,10. 09. 2015 8:04,Europe/Vienna
work     #home,7,0.5487805,10,07. 09. 2015 23:57,e065c60,6.880,1441663045248,-2,0.0057717483,4.5,08. 09. 2015 7:45,0,08. 09. 2015 6:50,Europe/Vienna
  #geo1,3,0.29069766,10,30. 08. 2015 23:02,9fc3fb5,5.970,1440972123624,-2,0.0046538906,0.0,31. 08. 2015 5:00,0,31. 08. 2015 5:00,Atlantic/Madeira
  #geo1,3,0.375,10,25. 08. 2015 0:40,9fc3fb4,7.790,1440459638688,-2,0.017490914,0.0,25. 08. 2015 8:30,0,25. 08. 2015 8:27,Atlantic/Madeira
Manually added,-1,-2.0,10,15. 08. 2015 23:45,,8.580,1439678700000,0,0.0,0.0,16. 08. 2015 8:20,-1,16. 08. 2015 8:20,Atlantic/Madeira
Holidays #newmoon,7,0.53409094,10,15. 08. 2015 0:32,,8.530,1439595122872,-2,0.016396575,0.0,15. 08. 2015 10:00,0,15. 08. 2015 9:04,Atlantic/Madeira
work  #newmoon,-1,-1.0,10,13. 08. 2015 23:33,,4.860,1439501622116,-2,0.009104947,4.25,14. 08. 2015 4:20,0,14. 08. 2015 4:25,Europe/Vienna
work     #home,6,0.5119048,10,11. 08. 2015 2:01,e065c60,5.860,1439251279012,-2,0.050828416,0.0,11. 08. 2015 8:00,0,11. 08. 2015 7:52,Europe/Vienna
work     #home,10,0.5185185,10,09. 08. 2015 22:57,e065c60,9.000,1439153837680,-2,0.07148659,0.0,10. 08. 2015 8:00,84,10. 08. 2015 7:57,Europe/Vienna
Manually added,-1,-2.0,10,08. 08. 2015 1:00,,7.420,1438988400000,0,0.0,0.0,08. 08. 2015 8:25,-1,08. 08. 2015 8:25,Europe/Vienna
Manually added,-1,-2.0,10,07. 08. 2015 4:21,,3.650,1438914069210,0,0.0,0.0,07. 08. 2015 8:00,-1,07. 08. 2015 8:00,Europe/Vienna
work       #home,2,0.2857143,10,06. 08. 2015 4:45,e065c68,3.510,1438829148194,-2,0.036072932,0.0,06. 08. 2015 8:00,0,06. 08. 2015 8:16,Europe/Vienna
work   #home,3,0.7804878,10,05. 08. 2015 23:48,e065c68,3.420,1438811331452,-2,0.026324283,0.0,06. 08. 2015 8:00,0,06. 08. 2015 3:13,Europe/Vienna
work #sport  #home,5,0.4,10,04. 08. 2015 23:42,e065c68,8.300,1438724577190,-2,0.059121877,4.0,05. 08. 2015 8:00,0,05. 08. 2015 8:01,Europe/Vienna
work  #alcohol  #home,4,0.45238096,10,04. 08. 2015 0:32,e065c68,5.850,1438641134563,-2,0.046355516,0.0,04. 08. 2015 7:00,84,04. 08. 2015 6:23,Europe/Vienna
work    #sport  #home,6,0.5411765,10,02. 08. 2015 23:52,e065c68,7.130,1438552370664,-2,0.05832428,0.0,03. 08. 2015 8:00,0,03. 08. 2015 7:00,Europe/Vienna
Manually added,-1,-2.0,10,01. 08. 2015 23:00,,9.670,1438462800000,0,0.0,0.0,02. 08. 2015 8:40,-1,02. 08. 2015 8:40,Europe/Vienna
Manually added,-1,-2.0,10,01. 08. 2015 1:30,,6.580,1438385400000,0,0.0,0.0,01. 08. 2015 8:05,-1,01. 08. 2015 8:05,Europe/Vienna
work  #fullmoon     #home,5,0.48314607,10,30. 07. 2015 23:27,e065c68,7.470,1438291644304,-2,0.03762784,0.0,31. 07. 2015 8:00,84,31. 07. 2015 6:55,Europe/Vienna
work      #home,3,0.57575756,10,30. 07. 2015 3:03,e065c68,4.150,1438218228585,-2,0.03714529,3.25,30. 07. 2015 8:00,0,30. 07. 2015 7:12,Europe/Vienna
