"February 28, 2016 at 12:28AM","entered"
"February 28, 2016 at 12:52AM","exited"
"February 29, 2016 at 09:12AM","entered"
"February 29, 2016 at 11:06AM","entered"
"February 29, 2016 at 12:54PM","exited"
"February 29, 2016 at 12:56PM","entered"
"February 29, 2016 at 07:47PM","exited"
"March 01, 2016 at 12:27PM","entered"
"March 01, 2016 at 06:13PM","exited"
"March 02, 2016 at 09:38AM","entered"
"March 02, 2016 at 06:46PM","exited"
"March 03, 2016 at 09:28AM","entered"
"March 03, 2016 at 08:56PM","exited"
"March 04, 2016 at 09:52AM","entered"
"March 04, 2016 at 10:13AM","exited"
"March 04, 2016 at 03:00PM","entered"
"March 04, 2016 at 03:00PM","exited"
"March 04, 2016 at 03:01PM","entered"
"March 04, 2016 at 07:11PM","exited"
"March 05, 2016 at 06:46PM","entered"
"March 05, 2016 at 06:50PM","exited"
"March 07, 2016 at 09:03AM","entered"
"March 08, 2016 at 09:15AM","entered"
"March 08, 2016 at 09:35PM","exited"
"March 09, 2016 at 09:10AM","entered"
"March 09, 2016 at 08:39PM","exited"
"March 10, 2016 at 08:51AM","entered"
"March 10, 2016 at 03:02PM","entered"
"March 10, 2016 at 06:37PM","exited"
"March 10, 2016 at 11:03PM","entered"
"March 10, 2016 at 11:07PM","exited"
"March 11, 2016 at 08:50AM","entered"
"March 11, 2016 at 11:59PM","exited"
"March 12, 2016 at 06:29PM","entered"
"March 14, 2016 at 09:38AM","entered"
"March 14, 2016 at 08:06PM","exited"
"March 15, 2016 at 09:33AM","entered"
"March 15, 2016 at 09:29PM","exited"
"March 16, 2016 at 12:03PM","entered"
"March 16, 2016 at 07:54PM","exited"
"March 17, 2016 at 08:31AM","entered"
"March 17, 2016 at 06:55PM","exited"
"March 18, 2016 at 10:07AM","entered"
"March 18, 2016 at 07:58PM","exited"
"March 30, 2016 at 08:26AM","entered"
"March 30, 2016 at 07:24PM","exited"
"March 30, 2016 at 09:09PM","entered"
"March 30, 2016 at 09:14PM","exited"
"March 31, 2016 at 07:52AM","entered"
"March 31, 2016 at 07:34PM","exited"
"April 01, 2016 at 08:40AM","entered"
"April 01, 2016 at 09:35PM","exited"
"April 02, 2016 at 06:35PM","entered"
"April 02, 2016 at 06:39PM","exited"
"April 04, 2016 at 07:53AM","entered"
"April 04, 2016 at 07:21PM","exited"
"April 05, 2016 at 08:52AM","entered"
"April 05, 2016 at 08:58AM","entered"
"April 05, 2016 at 12:42PM","entered"
"April 05, 2016 at 01:59PM","entered"
"April 05, 2016 at 02:04PM","exited"
"April 05, 2016 at 04:04PM","entered"
"April 05, 2016 at 08:28PM","exited"
"April 06, 2016 at 09:22AM","entered"
"April 06, 2016 at 01:00PM","entered"
"April 06, 2016 at 01:37PM","exited"
"April 06, 2016 at 01:39PM","entered"
"April 06, 2016 at 08:57PM","exited"
"April 06, 2016 at 09:05PM","entered"
"April 06, 2016 at 09:09PM","exited"
"April 07, 2016 at 09:16AM","entered"
"April 07, 2016 at 06:53PM","exited"
"April 08, 2016 at 08:49AM","entered"
"April 08, 2016 at 07:49PM","exited"
"April 09, 2016 at 01:29AM","entered"
"April 09, 2016 at 01:49AM","exited"
"April 11, 2016 at 09:26AM","entered"
"April 11, 2016 at 08:01PM","entered"
"April 11, 2016 at 08:07PM","exited"
"April 11, 2016 at 08:24PM","entered"
"April 12, 2016 at 12:38AM","exited"
"April 12, 2016 at 09:10AM","entered"
"April 12, 2016 at 07:37PM","exited"
"April 13, 2016 at 08:30AM","entered"
"April 14, 2016 at 12:40AM","exited"
"April 14, 2016 at 08:22AM","entered"
"April 14, 2016 at 09:15PM","exited"
"April 15, 2016 at 08:10AM","entered"
"April 15, 2016 at 09:18PM","exited"
"April 18, 2016 at 09:07AM","entered"
"April 19, 2016 at 01:21AM","exited"
"April 19, 2016 at 09:28AM","entered"
"April 19, 2016 at 04:27PM","exited"
"April 19, 2016 at 04:28PM","entered"
"April 19, 2016 at 06:01PM","exited"
"April 20, 2016 at 09:06AM","entered"
"April 20, 2016 at 01:49PM","entered"
"April 20, 2016 at 01:54PM","exited"
"April 20, 2016 at 02:01PM","entered"
"April 20, 2016 at 07:13PM","exited"
"April 21, 2016 at 09:04AM","entered"
"April 21, 2016 at 09:10AM","exited"
"April 21, 2016 at 09:14AM","entered"
"April 21, 2016 at 09:26AM","exited"
"April 21, 2016 at 09:37AM","exited"
"April 21, 2016 at 09:38AM","entered"
"April 21, 2016 at 02:08PM","entered"
"April 22, 2016 at 02:08AM","exited"
"April 22, 2016 at 11:10AM","entered"
"April 22, 2016 at 05:33PM","exited"
"April 25, 2016 at 09:25AM","entered"
"April 25, 2016 at 01:40PM","entered"
"April 26, 2016 at 08:57AM","entered"
"April 26, 2016 at 10:37AM","exited"
"April 26, 2016 at 10:40AM","entered"
"April 26, 2016 at 08:24PM","exited"
"April 27, 2016 at 09:24AM","entered"
"April 27, 2016 at 06:48PM","entered"
"April 28, 2016 at 08:56AM","entered"
"April 28, 2016 at 05:21PM","exited"
"April 29, 2016 at 08:58AM","entered"
"April 29, 2016 at 08:25PM","exited"
"May 02, 2016 at 09:12AM","entered"
"May 02, 2016 at 09:37PM","exited"
"May 03, 2016 at 09:53AM","entered"
"May 03, 2016 at 05:57PM","exited"
"May 03, 2016 at 10:17PM","entered"
"May 04, 2016 at 09:13AM","entered"
"May 04, 2016 at 07:10PM","exited"
"May 05, 2016 at 03:36AM","entered"
"May 05, 2016 at 03:40AM","exited"
"May 06, 2016 at 08:52AM","entered"
"May 06, 2016 at 05:14PM","exited"
"May 07, 2016 at 01:44PM","entered"
"May 07, 2016 at 02:20PM","exited"
"May 09, 2016 at 09:04AM","entered"
"May 09, 2016 at 05:13PM","exited"
"May 10, 2016 at 09:36AM","entered"
"May 10, 2016 at 05:55PM","exited"
"May 11, 2016 at 09:26AM","entered"
"May 11, 2016 at 04:50PM","exited"
"May 12, 2016 at 09:41AM","entered"
"May 12, 2016 at 06:03PM","exited"
"May 12, 2016 at 06:45PM","entered"
"May 12, 2016 at 07:28PM","exited"
"May 13, 2016 at 01:33PM","entered"
"May 13, 2016 at 06:29PM","exited"
"May 17, 2016 at 10:24AM","entered"
"May 17, 2016 at 07:37PM","exited"
"May 18, 2016 at 09:30AM","entered"
"May 18, 2016 at 07:07PM","exited"
"May 19, 2016 at 09:20AM","entered"
"May 19, 2016 at 06:49PM","exited"
"May 20, 2016 at 08:48AM","entered"
"May 20, 2016 at 08:00PM","exited"
"May 22, 2016 at 12:40PM","entered"
"May 22, 2016 at 01:25PM","exited"
"May 23, 2016 at 08:21AM","entered"
"May 23, 2016 at 08:49PM","exited"
"May 24, 2016 at 08:42AM","entered"
"May 24, 2016 at 08:58PM","exited"
"May 25, 2016 at 09:16AM","entered"
"May 25, 2016 at 06:12PM","exited"
"May 26, 2016 at 04:01PM","entered"
"May 26, 2016 at 04:45PM","exited"
"May 27, 2016 at 08:57AM","entered"
"May 27, 2016 at 04:51PM","exited"
"May 30, 2016 at 09:00AM","entered"
"May 30, 2016 at 06:52PM","exited"
"May 31, 2016 at 08:31AM","entered"
"May 31, 2016 at 06:55PM","exited"
"June 01, 2016 at 09:36AM","entered"
"June 01, 2016 at 06:59PM","exited"
"June 02, 2016 at 08:55AM","entered"
"June 02, 2016 at 12:21PM","exited"
"June 02, 2016 at 12:33PM","entered"
"June 02, 2016 at 09:08PM","exited"
"June 03, 2016 at 08:38AM","entered"
"June 03, 2016 at 07:37PM","exited"
"June 06, 2016 at 09:19AM","entered"
"June 06, 2016 at 06:07PM","exited"
"June 07, 2016 at 09:01AM","entered"
"June 07, 2016 at 05:43PM","exited"
"June 07, 2016 at 05:56PM","entered"
"June 07, 2016 at 07:40PM","exited"
"June 08, 2016 at 09:01AM","entered"
"June 08, 2016 at 03:23PM","exited"
"June 08, 2016 at 05:02PM","entered"
"June 08, 2016 at 07:54PM","exited"
"June 09, 2016 at 08:51AM","entered"
"June 09, 2016 at 09:59AM","entered"
"June 09, 2016 at 10:03AM","entered"
"June 09, 2016 at 04:56PM","entered"
"June 10, 2016 at 08:55AM","entered"
"June 10, 2016 at 06:13PM","exited"
"June 10, 2016 at 07:08PM","entered"
"June 11, 2016 at 07:01PM","entered"
"June 11, 2016 at 07:05PM","exited"
"June 13, 2016 at 08:52AM","entered"
"June 13, 2016 at 10:48AM","entered"
"June 13, 2016 at 11:09AM","entered"
"June 13, 2016 at 11:41AM","entered"
"June 13, 2016 at 11:46AM","exited"
"June 13, 2016 at 11:48AM","entered"
"June 13, 2016 at 11:49AM","exited"
"June 13, 2016 at 11:52AM","entered"
"June 13, 2016 at 11:53AM","exited"
"June 13, 2016 at 11:56AM","entered"
"June 13, 2016 at 06:03PM","exited"
"June 13, 2016 at 06:15PM","entered"
"June 13, 2016 at 08:36PM","exited"
"June 14, 2016 at 09:10AM","entered"
"June 14, 2016 at 05:54PM","exited"
"June 15, 2016 at 08:52AM","entered"
"June 15, 2016 at 07:29PM","exited"
"June 16, 2016 at 08:51AM","entered"
"June 16, 2016 at 12:09PM","exited"
"June 16, 2016 at 12:09PM","entered"
"June 16, 2016 at 12:12PM","exited"
"June 16, 2016 at 12:14PM","entered"
"June 16, 2016 at 12:25PM","entered"
"June 16, 2016 at 08:20PM","exited"
"June 17, 2016 at 08:54AM","entered"
"June 17, 2016 at 05:13PM","exited"
"June 17, 2016 at 05:49PM","entered"
"June 20, 2016 at 09:14AM","entered"
"June 20, 2016 at 07:40PM","exited"
"June 21, 2016 at 09:24AM","entered"
"June 21, 2016 at 08:51PM","exited"
"June 22, 2016 at 09:33AM","entered"
"June 22, 2016 at 12:59PM","exited"
"June 22, 2016 at 01:01PM","entered"
"June 22, 2016 at 07:55PM","entered"
"June 22, 2016 at 08:38PM","exited"
"June 22, 2016 at 08:39PM","entered"
"June 22, 2016 at 08:41PM","exited"
"June 23, 2016 at 08:51AM","entered"
"June 23, 2016 at 06:42PM","exited"
"June 24, 2016 at 08:55AM","entered"
"June 24, 2016 at 01:10PM","exited"
"June 24, 2016 at 01:42PM","entered"
"June 24, 2016 at 02:57PM","exited"
"June 27, 2016 at 09:33AM","entered"
"June 27, 2016 at 09:35PM","exited"
"June 28, 2016 at 08:52AM","entered"
"June 28, 2016 at 12:11PM","exited"
"June 28, 2016 at 12:29PM","entered"
"June 28, 2016 at 12:32PM","exited"
"June 28, 2016 at 12:39PM","entered"
"June 28, 2016 at 07:12PM","exited"
"June 29, 2016 at 09:34AM","entered"
"June 29, 2016 at 12:26PM","exited"
"June 29, 2016 at 12:29PM","entered"
"June 29, 2016 at 12:30PM","exited"
"June 29, 2016 at 12:32PM","entered"
"June 29, 2016 at 12:35PM","exited"
"June 29, 2016 at 12:38PM","entered"
"June 29, 2016 at 09:53PM","exited"
"June 30, 2016 at 06:44PM","entered"
"June 30, 2016 at 07:13PM","exited"
"July 01, 2016 at 08:52AM","entered"
"July 01, 2016 at 02:21PM","exited"
"July 02, 2016 at 02:40PM","entered"
"July 02, 2016 at 03:50PM","exited"
"July 02, 2016 at 05:46PM","entered"
"July 02, 2016 at 08:04PM","exited"
"July 03, 2016 at 06:06PM","entered"
"July 03, 2016 at 08:14PM","exited"
"July 04, 2016 at 09:07AM","entered"
"July 04, 2016 at 09:14PM","exited"
"July 05, 2016 at 07:34PM","exited"
"July 06, 2016 at 09:24AM","entered"
"July 06, 2016 at 06:59PM","exited"
"July 07, 2016 at 09:38AM","entered"
"July 07, 2016 at 08:03PM","exited"
"July 08, 2016 at 08:56AM","entered"
"July 08, 2016 at 09:36PM","exited"
"July 08, 2016 at 09:36PM","entered"
"July 08, 2016 at 09:36PM","exited"
"July 11, 2016 at 09:28AM","entered"
"July 11, 2016 at 06:40PM","exited"
"July 12, 2016 at 09:03AM","entered"
"July 12, 2016 at 08:46PM","exited"
"July 13, 2016 at 10:04AM","entered"
"July 13, 2016 at 10:46PM","exited"
"July 14, 2016 at 09:38AM","entered"
"July 15, 2016 at 08:51AM","entered"
"July 15, 2016 at 06:59PM","exited"
"July 16, 2016 at 08:01PM","entered"
"July 16, 2016 at 08:02PM","exited"
"July 18, 2016 at 09:23AM","entered"
"July 18, 2016 at 07:59PM","exited"
"July 18, 2016 at 08:01PM","entered"
"July 18, 2016 at 08:02PM","exited"
"July 18, 2016 at 09:32PM","entered"
"July 19, 2016 at 09:02AM","entered"
"July 19, 2016 at 07:06PM","exited"
"July 22, 2016 at 08:58AM","entered"
"July 22, 2016 at 09:38PM","exited"
"July 23, 2016 at 08:59PM","entered"
"July 24, 2016 at 05:01PM","entered"
"July 25, 2016 at 09:18AM","entered"
"July 25, 2016 at 07:21PM","exited"
"July 26, 2016 at 09:02AM","entered"
"July 26, 2016 at 03:46PM","exited"
"July 26, 2016 at 03:52PM","entered"
"July 26, 2016 at 09:39PM","exited"
"July 27, 2016 at 08:55AM","entered"
"July 27, 2016 at 07:17PM","exited"
"July 27, 2016 at 07:18PM","entered"
"July 27, 2016 at 07:19PM","exited"
"July 27, 2016 at 11:56PM","entered"
"July 28, 2016 at 09:17AM","entered"
"July 28, 2016 at 08:52PM","exited"
"July 28, 2016 at 08:58PM","entered"
"July 28, 2016 at 08:58PM","exited"
"July 28, 2016 at 09:03PM","entered"
"July 28, 2016 at 09:06PM","exited"
"July 28, 2016 at 10:29PM","exited"
"July 28, 2016 at 10:59PM","exited"
"July 29, 2016 at 08:54AM","entered"
"July 29, 2016 at 09:02AM","exited"
"July 29, 2016 at 12:38PM","entered"
"July 29, 2016 at 12:42PM","exited"
"July 29, 2016 at 12:44PM","entered"
"July 29, 2016 at 07:04PM","exited"
"July 30, 2016 at 04:14PM","entered"
"July 30, 2016 at 07:55PM","exited"
"July 31, 2016 at 05:24PM","entered"
"July 31, 2016 at 10:48PM","exited"
"August 01, 2016 at 09:04AM","entered"
"August 01, 2016 at 12:37PM","exited"
"August 01, 2016 at 12:47PM","entered"
"August 01, 2016 at 01:00PM","exited"
"August 01, 2016 at 01:04PM","entered"
"August 01, 2016 at 07:07PM","exited"
"August 02, 2016 at 09:01AM","entered"
"August 02, 2016 at 10:03PM","exited"
"August 03, 2016 at 09:21AM","entered"
"August 03, 2016 at 06:47PM","exited"
"August 04, 2016 at 12:52PM","entered"
"August 04, 2016 at 01:04PM","entered"
"August 04, 2016 at 01:13PM","entered"
"August 04, 2016 at 01:36PM","exited"
"August 05, 2016 at 10:17AM","entered"
"August 05, 2016 at 06:37PM","exited"
"August 10, 2016 at 07:54AM","entered"
"August 10, 2016 at 06:22PM","exited"
"August 11, 2016 at 09:19AM","entered"
"August 11, 2016 at 08:12PM","exited"
"August 12, 2016 at 08:49AM","entered"
"August 12, 2016 at 05:51PM","exited"
"August 16, 2016 at 09:56AM","entered"
"August 16, 2016 at 07:05PM","exited"
"August 17, 2016 at 09:05AM","entered"
"August 17, 2016 at 05:52PM","exited"
"August 18, 2016 at 08:49AM","entered"
"August 18, 2016 at 09:14AM","entered"
"August 18, 2016 at 10:16PM","exited"
"August 19, 2016 at 08:48AM","entered"
"August 19, 2016 at 05:23PM","exited"
"August 19, 2016 at 06:58PM","entered"
"August 19, 2016 at 09:53PM","exited"
"August 20, 2016 at 08:12PM","exited"
"August 21, 2016 at 03:05PM","entered"
"August 21, 2016 at 03:52PM","exited"
"August 21, 2016 at 07:55PM","entered"
"August 21, 2016 at 08:34PM","exited"
"September 01, 2016 at 08:58AM","entered"
"September 01, 2016 at 06:08PM","exited"
"September 02, 2016 at 09:00AM","entered"
"September 02, 2016 at 06:38PM","exited"
"September 02, 2016 at 09:23PM","entered"
"September 02, 2016 at 09:27PM","exited"
"September 03, 2016 at 04:10PM","entered"
"September 03, 2016 at 06:48PM","exited"
"September 03, 2016 at 07:04PM","exited"
"September 05, 2016 at 08:27AM","entered"
"September 05, 2016 at 09:10PM","exited"
"September 05, 2016 at 09:17PM","exited"
"September 05, 2016 at 09:53PM","exited"
"September 06, 2016 at 10:17AM","entered"
"September 06, 2016 at 07:49PM","exited"
"September 07, 2016 at 09:34AM","entered"
